filepath,label_int,adv_pred,attack,epsilon,snr_db
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes000_0.wav,0,0,PGD_transfer,0.001,34.38355255126953
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes001_0.wav,0,0,PGD_transfer,0.001,34.38355255126953
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes002_0.wav,0,0,PGD_transfer,0.001,34.38355255126953
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes003_0.wav,0,0,PGD_transfer,0.001,34.38355255126953
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes004_0.wav,0,0,PGD_transfer,0.001,34.38355255126953
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes005_0.wav,0,0,PGD_transfer,0.001,34.38355255126953
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes006_0.wav,0,0,PGD_transfer,0.001,34.38355255126953
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes007_0.wav,0,0,PGD_transfer,0.001,34.38355255126953
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes008_0.wav,0,0,PGD_transfer,0.001,32.248653411865234
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes009_0.wav,0,0,PGD_transfer,0.001,32.248653411865234
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes010_0.wav,0,0,PGD_transfer,0.001,32.248653411865234
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes011_0.wav,0,0,PGD_transfer,0.001,32.248653411865234
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes012_0.wav,0,0,PGD_transfer,0.001,32.248653411865234
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes013_0.wav,0,0,PGD_transfer,0.001,32.248653411865234
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes014_0.wav,0,0,PGD_transfer,0.001,32.248653411865234
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes015_0.wav,0,0,PGD_transfer,0.001,32.248653411865234
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes016_0.wav,0,0,PGD_transfer,0.001,28.2215518951416
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes017_0.wav,0,0,PGD_transfer,0.001,28.2215518951416
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/doing_the_dishes018_0.wav,0,0,PGD_transfer,0.001,28.2215518951416
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/exercise_bike000_0.wav,0,0,PGD_transfer,0.001,28.2215518951416
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/exercise_bike001_0.wav,0,0,PGD_transfer,0.001,28.2215518951416
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/exercise_bike002_0.wav,0,0,PGD_transfer,0.001,28.2215518951416
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/exercise_bike003_0.wav,0,0,PGD_transfer,0.001,28.2215518951416
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/exercise_bike004_0.wav,0,0,PGD_transfer,0.001,28.2215518951416
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/exercise_bike005_0.wav,0,0,PGD_transfer,0.001,30.53738594055176
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/exercise_bike006_0.wav,0,0,PGD_transfer,0.001,30.53738594055176
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/exercise_bike007_0.wav,0,0,PGD_transfer,0.001,30.53738594055176
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/exercise_bike008_0.wav,0,0,PGD_transfer,0.001,30.53738594055176
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/exercise_bike009_0.wav,0,0,PGD_transfer,0.001,30.53738594055176
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/exercise_bike010_0.wav,0,0,PGD_transfer,0.001,30.53738594055176
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/exercise_bike011_0.wav,0,0,PGD_transfer,0.001,30.53738594055176
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/running_tap000_0.wav,0,0,PGD_transfer,0.001,30.53738594055176
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/running_tap001_0.wav,0,0,PGD_transfer,0.001,38.326271057128906
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/running_tap002_0.wav,0,0,PGD_transfer,0.001,38.326271057128906
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/running_tap003_0.wav,0,0,PGD_transfer,0.001,38.326271057128906
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/running_tap004_0.wav,0,0,PGD_transfer,0.001,38.326271057128906
/root/data/SWARM-AUDIO-DATASET/SWARM-AUDIO-DATASET/2_segments_4s/background/alemadi/civilian/running_tap005_0.wav,0,0,PGD_transfer,0.001,38.326271057128906
